Date,City,Latitude,Longitude,Solar_Radiation_kWh_m2_day,Temperature_C,Relative_Humidity_pct,Wind_Speed_2m_m_s
2015-01-01,Sanaa,15.3694,44.191,6.0946,11.26,19.33,2.34
2015-01-02,Sanaa,15.3694,44.191,6.0586,11.04,22.29,2.4
2015-01-03,Sanaa,15.3694,44.191,6.0036,11.79,19.43,2.18
2015-01-04,Sanaa,15.3694,44.191,5.9806,12.89,29.51,1.79
2015-01-05,Sanaa,15.3694,44.191,5.9206,12.88,46.56,2.16
2015-01-06,Sanaa,15.3694,44.191,5.9249,13.69,17.35,1.28
2015-01-07,Sanaa,15.3694,44.191,5.9086,14.36,16.82,1.43
2015-01-08,Sanaa,15.3694,44.191,5.8687,14.17,43.04,2.03
2015-01-09,Sanaa,15.3694,44.191,5.8608,15.29,34.59,1.2
2015-01-10,Sanaa,15.3694,44.191,5.4425,14.64,61.53,2.61
2015-01-11,Sanaa,15.3694,44.191,4.5526,13.75,62.18,1.86
2015-01-12,Sanaa,15.3694,44.191,4.7762,12.89,55.76,2.78
2015-01-13,Sanaa,15.3694,44.191,5.0825,11.02,58.89,2.87
2015-01-14,Sanaa,15.3694,44.191,5.6962,12.25,48.94,2.17
2015-01-15,Sanaa,15.3694,44.191,5.7418,13.49,37.02,1.7
2015-01-16,Sanaa,15.3694,44.191,5.8846,14.63,29.92,1.36
2015-01-17,Sanaa,15.3694,44.191,5.807,15.18,26.82,1.02
2015-01-18,Sanaa,15.3694,44.191,5.7703,14.83,57.79,2.0
2015-01-19,Sanaa,15.3694,44.191,4.7532,13.06,62.73,1.97
2015-01-20,Sanaa,15.3694,44.191,4.7695,12.14,55.39,1.47
2015-01-21,Sanaa,15.3694,44.191,5.5538,12.91,43.48,1.63
2015-01-22,Sanaa,15.3694,44.191,6.0072,12.53,31.4,1.41
2015-01-23,Sanaa,15.3694,44.191,6.0557,12.86,23.7,1.63
2015-01-24,Sanaa,15.3694,44.191,6.251,12.37,17.49,1.6
2015-01-25,Sanaa,15.3694,44.191,6.5484,11.2,10.95,2.42
2015-01-26,Sanaa,15.3694,44.191,6.421,10.52,14.31,2.74
2015-01-27,Sanaa,15.3694,44.191,6.4392,13.21,12.02,2.4
2015-01-28,Sanaa,15.3694,44.191,6.5026,14.59,10.79,2.47
2015-01-29,Sanaa,15.3694,44.191,6.4894,15.89,14.32,2.31
2015-01-30,Sanaa,15.3694,44.191,6.7001,15.3,15.14,2.55
2015-01-31,Sanaa,15.3694,44.191,6.6509,15.62,11.14,2.32
2015-02-01,Sanaa,15.3694,44.191,6.5885,14.88,10.05,2.52
2015-02-02,Sanaa,15.3694,44.191,6.4668,14.21,15.8,2.2
2015-02-03,Sanaa,15.3694,44.191,6.5743,15.04,17.87,1.84
2015-02-04,Sanaa,15.3694,44.191,6.6586,15.19,17.85,2.28
2015-02-05,Sanaa,15.3694,44.191,6.7985,14.54,10.59,2.39
2015-02-06,Sanaa,15.3694,44.191,6.7536,13.33,19.25,2.79
2015-02-07,Sanaa,15.3694,44.191,6.8198,13.69,18.9,2.47
2015-02-08,Sanaa,15.3694,44.191,6.773,15.48,16.45,1.45
2015-02-09,Sanaa,15.3694,44.191,6.8321,17.42,16.18,1.55
2015-02-10,Sanaa,15.3694,44.191,6.7968,17.99,18.02,1.63
2015-02-11,Sanaa,15.3694,44.191,6.763,17.7,21.58,1.96
2015-02-12,Sanaa,15.3694,44.191,6.7082,18.43,15.27,2.02
2015-02-13,Sanaa,15.3694,44.191,6.8448,18.25,15.29,1.88
2015-02-14,Sanaa,15.3694,44.191,6.7654,17.61,17.17,1.09
2015-02-15,Sanaa,15.3694,44.191,6.5578,17.59,22.21,1.47
2015-02-16,Sanaa,15.3694,44.191,6.6521,17.87,19.7,1.14
2015-02-17,Sanaa,15.3694,44.191,6.8009,17.97,14.6,1.99
2015-02-18,Sanaa,15.3694,44.191,6.8942,18.82,14.97,1.24
2015-02-19,Sanaa,15.3694,44.191,6.9482,18.13,37.79,1.44
2015-02-20,Sanaa,15.3694,44.191,6.9806,17.88,38.94,2.76
2015-02-21,Sanaa,15.3694,44.191,6.8635,17.87,34.63,3.22
2015-02-22,Sanaa,15.3694,44.191,6.3936,17.56,39.32,1.45
2015-02-23,Sanaa,15.3694,44.191,6.295,15.22,33.57,1.62
2015-02-24,Sanaa,15.3694,44.191,5.987,15.9,32.05,1.18
2015-02-25,Sanaa,15.3694,44.191,6.1644,17.57,29.96,1.86
2015-02-26,Sanaa,15.3694,44.191,6.5666,17.56,29.34,2.21
2015-02-27,Sanaa,15.3694,44.191,6.5621,15.76,29.84,2.47
2015-02-28,Sanaa,15.3694,44.191,6.7716,14.36,26.55,2.34
2015-03-01,Sanaa,15.3694,44.191,7.224,15.01,17.7,2.49
2015-03-02,Sanaa,15.3694,44.191,7.1966,16.71,16.18,2.36
2015-03-03,Sanaa,15.3694,44.191,7.2043,17.48,18.98,2.25
2015-03-04,Sanaa,15.3694,44.191,7.0231,18.54,22.82,1.32
2015-03-05,Sanaa,15.3694,44.191,7.0034,19.19,24.89,1.96
2015-03-06,Sanaa,15.3694,44.191,7.0303,17.64,27.59,3.09
2015-03-07,Sanaa,15.3694,44.191,7.0397,15.4,32.88,2.74
2015-03-08,Sanaa,15.3694,44.191,6.8962,16.07,36.59,2.39
2015-03-09,Sanaa,15.3694,44.191,6.6257,17.48,30.09,2.1
2015-03-10,Sanaa,15.3694,44.191,7.2329,17.58,30.22,2.47
2015-03-11,Sanaa,15.3694,44.191,6.8849,16.88,33.9,2.62
2015-03-12,Sanaa,15.3694,44.191,6.8664,17.66,29.2,2.07
2015-03-13,Sanaa,15.3694,44.191,7.0598,18.77,28.91,1.85
2015-03-14,Sanaa,15.3694,44.191,7.0812,19.25,27.37,2.18
2015-03-15,Sanaa,15.3694,44.191,7.3092,19.63,30.16,2.05
2015-03-16,Sanaa,15.3694,44.191,6.877,19.41,47.33,1.45
2015-03-17,Sanaa,15.3694,44.191,7.4695,19.98,38.2,1.72
2015-03-18,Sanaa,15.3694,44.191,6.9874,20.1,37.55,1.23
2015-03-19,Sanaa,15.3694,44.191,6.8184,20.25,43.0,1.07
2015-03-20,Sanaa,15.3694,44.191,5.6791,19.27,44.79,1.26
2015-03-21,Sanaa,15.3694,44.191,5.8462,20.34,39.9,1.37
2015-03-22,Sanaa,15.3694,44.191,6.2858,19.3,44.71,1.56
2015-03-23,Sanaa,15.3694,44.191,4.9646,17.41,59.33,1.75
2015-03-24,Sanaa,15.3694,44.191,6.6857,17.58,56.53,2.65
2015-03-25,Sanaa,15.3694,44.191,7.0454,18.5,39.49,2.57
2015-03-26,Sanaa,15.3694,44.191,7.4935,18.98,24.18,2.3
2015-03-27,Sanaa,15.3694,44.191,7.1225,19.32,27.57,2.33
2015-03-28,Sanaa,15.3694,44.191,7.0709,18.7,27.99,2.95
2015-03-29,Sanaa,15.3694,44.191,7.7743,18.57,24.19,2.76
2015-03-30,Sanaa,15.3694,44.191,7.8142,19.4,22.79,2.25
2015-03-31,Sanaa,15.3694,44.191,7.6723,20.17,23.48,2.02
2015-04-01,Sanaa,15.3694,44.191,7.6944,20.65,25.13,1.9
2015-04-02,Sanaa,15.3694,44.191,6.8916,20.08,24.77,2.86
2015-04-03,Sanaa,15.3694,44.191,5.6208,19.26,24.77,2.32
2015-04-04,Sanaa,15.3694,44.191,4.6855,20.41,25.1,2.13
2015-04-05,Sanaa,15.3694,44.191,5.863,20.36,23.35,2.64
2015-04-06,Sanaa,15.3694,44.191,6.3809,20.42,24.53,2.77
2015-04-07,Sanaa,15.3694,44.191,6.4946,20.52,23.93,2.26
2015-04-08,Sanaa,15.3694,44.191,6.6958,20.37,22.91,2.27
2015-04-09,Sanaa,15.3694,44.191,6.839,20.1,21.52,2.52
2015-04-10,Sanaa,15.3694,44.191,7.0109,20.15,21.75,2.55
2015-04-11,Sanaa,15.3694,44.191,7.4345,20.81,22.37,1.2
2015-04-12,Sanaa,15.3694,44.191,7.3366,21.14,27.15,1.26
2015-04-13,Sanaa,15.3694,44.191,6.8594,20.54,30.31,2.4
2015-04-14,Sanaa,15.3694,44.191,6.011,19.04,24.88,2.85
2015-04-15,Sanaa,15.3694,44.191,7.2149,18.67,22.65,2.83
2015-04-16,Sanaa,15.3694,44.191,7.7592,18.09,19.16,2.93
2015-04-17,Sanaa,15.3694,44.191,7.9927,18.83,18.41,2.4
2015-04-18,Sanaa,15.3694,44.191,8.0782,19.18,16.3,2.2
2015-04-19,Sanaa,15.3694,44.191,7.6966,18.61,20.92,2.85
2015-04-20,Sanaa,15.3694,44.191,7.362,17.14,27.3,3.17
2015-04-21,Sanaa,15.3694,44.191,7.7047,17.51,25.74,2.92
2015-04-22,Sanaa,15.3694,44.191,8.0114,19.03,20.97,2.48
2015-04-23,Sanaa,15.3694,44.191,7.9361,20.18,18.96,2.42
2015-04-24,Sanaa,15.3694,44.191,7.9337,21.28,18.88,2.07
2015-04-25,Sanaa,15.3694,44.191,7.873,20.86,17.5,2.7
2015-04-26,Sanaa,15.3694,44.191,7.4047,18.25,32.63,3.19
2015-04-27,Sanaa,15.3694,44.191,7.5958,17.97,29.74,3.43
2015-04-28,Sanaa,15.3694,44.191,7.8257,17.77,24.73,3.64
2015-04-29,Sanaa,15.3694,44.191,8.0242,18.01,23.57,3.52
2015-04-30,Sanaa,15.3694,44.191,7.74,18.52,23.63,3.02
2015-05-01,Sanaa,15.3694,44.191,8.0292,19.54,29.63,2.46
2015-05-02,Sanaa,15.3694,44.191,6.8227,20.38,38.69,2.27
2015-05-03,Sanaa,15.3694,44.191,6.0814,21.14,46.34,2.13
2015-05-04,Sanaa,15.3694,44.191,4.7405,20.73,44.83,1.64
2015-05-05,Sanaa,15.3694,44.191,6.1519,18.67,60.09,0.98
2015-05-06,Sanaa,15.3694,44.191,6.7044,20.54,48.48,0.91
2015-05-07,Sanaa,15.3694,44.191,6.1994,20.63,46.17,1.76
2015-05-08,Sanaa,15.3694,44.191,5.5699,19.64,58.27,1.82
2015-05-09,Sanaa,15.3694,44.191,6.8026,19.75,59.91,2.33
2015-05-10,Sanaa,15.3694,44.191,6.8899,21.73,45.34,2.88
2015-05-11,Sanaa,15.3694,44.191,7.655,22.33,28.15,2.94
2015-05-12,Sanaa,15.3694,44.191,7.597,22.63,24.53,2.84
2015-05-13,Sanaa,15.3694,44.191,7.1947,22.67,30.08,2.95
2015-05-14,Sanaa,15.3694,44.191,7.663,22.18,27.01,3.4
2015-05-15,Sanaa,15.3694,44.191,7.5922,21.06,24.57,3.75
2015-05-16,Sanaa,15.3694,44.191,7.7916,20.47,24.92,3.61
2015-05-17,Sanaa,15.3694,44.191,7.9406,20.96,21.82,3.12
2015-05-18,Sanaa,15.3694,44.191,6.9298,20.47,26.16,3.28
2015-05-19,Sanaa,15.3694,44.191,7.4438,20.74,24.52,3.31
2015-05-20,Sanaa,15.3694,44.191,7.5823,21.64,20.06,3.01
2015-05-21,Sanaa,15.3694,44.191,7.5146,22.12,18.96,3.39
2015-05-22,Sanaa,15.3694,44.191,7.656,21.68,20.44,3.38
2015-05-23,Sanaa,15.3694,44.191,7.5295,20.96,23.42,3.54
2015-05-24,Sanaa,15.3694,44.191,7.0596,21.61,35.01,3.03
2015-05-25,Sanaa,15.3694,44.191,5.8325,19.33,58.22,2.21
2015-05-26,Sanaa,15.3694,44.191,6.4037,19.92,55.14,2.83
2015-05-27,Sanaa,15.3694,44.191,6.4896,20.07,55.4,3.08
2015-05-28,Sanaa,15.3694,44.191,5.5402,20.84,49.73,4.38
2015-05-29,Sanaa,15.3694,44.191,6.731,20.89,47.42,3.4
2015-05-30,Sanaa,15.3694,44.191,7.6387,22.3,30.94,3.21
2015-05-31,Sanaa,15.3694,44.191,7.6954,22.05,18.77,3.31
2015-06-01,Sanaa,15.3694,44.191,7.7234,21.7,26.77,3.35
2015-06-02,Sanaa,15.3694,44.191,7.9226,21.09,32.52,4.02
2015-06-03,Sanaa,15.3694,44.191,7.6507,21.87,21.58,4.05
2015-06-04,Sanaa,15.3694,44.191,7.1239,22.35,17.25,3.65
2015-06-05,Sanaa,15.3694,44.191,6.8122,22.66,17.58,3.06
2015-06-06,Sanaa,15.3694,44.191,6.7589,22.17,16.97,3.5
2015-06-07,Sanaa,15.3694,44.191,7.279,22.5,24.49,3.99
2015-06-08,Sanaa,15.3694,44.191,7.7789,22.12,23.18,3.64
2015-06-09,Sanaa,15.3694,44.191,6.3672,21.37,17.6,4.46
2015-06-10,Sanaa,15.3694,44.191,6.7738,21.71,17.12,3.07
2015-06-11,Sanaa,15.3694,44.191,5.921,22.73,14.73,2.31
2015-06-12,Sanaa,15.3694,44.191,6.2892,23.24,16.69,2.82
2015-06-13,Sanaa,15.3694,44.191,7.481,22.24,15.42,3.72
2015-06-14,Sanaa,15.3694,44.191,7.1258,23.52,19.82,2.11
2015-06-15,Sanaa,15.3694,44.191,7.0949,23.41,17.47,3.52
2015-06-16,Sanaa,15.3694,44.191,7.4707,23.54,19.2,2.49
2015-06-17,Sanaa,15.3694,44.191,7.5262,23.84,22.47,2.38
2015-06-18,Sanaa,15.3694,44.191,6.9617,23.49,20.84,3.05
2015-06-19,Sanaa,15.3694,44.191,6.1872,23.78,24.98,2.42
2015-06-20,Sanaa,15.3694,44.191,6.1133,23.59,37.05,2.48
2015-06-21,Sanaa,15.3694,44.191,6.1486,23.11,36.36,2.88
2015-06-22,Sanaa,15.3694,44.191,5.496,22.08,44.71,3.9
2015-06-23,Sanaa,15.3694,44.191,6.186,22.39,39.43,3.62
2015-06-24,Sanaa,15.3694,44.191,6.4366,22.13,30.92,3.52
2015-06-25,Sanaa,15.3694,44.191,7.0692,21.74,23.63,5.19
2015-06-26,Sanaa,15.3694,44.191,6.9242,21.17,27.6,4.59
2015-06-27,Sanaa,15.3694,44.191,6.8935,21.27,35.98,3.58
2015-06-28,Sanaa,15.3694,44.191,6.5222,21.22,31.77,3.19
2015-06-29,Sanaa,15.3694,44.191,7.2036,21.34,34.48,0.99
2015-06-30,Sanaa,15.3694,44.191,7.8293,23.03,25.86,2.03
2015-07-01,Sanaa,15.3694,44.191,7.6078,22.63,20.98,2.79
2015-07-02,Sanaa,15.3694,44.191,7.181,22.23,22.92,2.56
2015-07-03,Sanaa,15.3694,44.191,7.121,22.82,21.53,2.61
2015-07-04,Sanaa,15.3694,44.191,7.0637,23.49,19.41,2.7
2015-07-05,Sanaa,15.3694,44.191,7.229,23.87,18.8,3.22
2015-07-06,Sanaa,15.3694,44.191,7.0742,23.73,26.24,3.21
2015-07-07,Sanaa,15.3694,44.191,7.422,24.17,18.34,2.91
2015-07-08,Sanaa,15.3694,44.191,6.3204,24.76,19.51,2.59
2015-07-09,Sanaa,15.3694,44.191,6.3374,24.23,26.15,2.89
2015-07-10,Sanaa,15.3694,44.191,7.2902,24.47,16.37,3.68
2015-07-11,Sanaa,15.3694,44.191,6.6864,23.57,37.34,2.93
2015-07-12,Sanaa,15.3694,44.191,6.1289,23.82,31.85,3.19
2015-07-13,Sanaa,15.3694,44.191,6.5928,23.48,38.73,3.39
2015-07-14,Sanaa,15.3694,44.191,6.6946,23.14,34.57,3.63
2015-07-15,Sanaa,15.3694,44.191,6.2424,23.21,37.92,3.68
2015-07-16,Sanaa,15.3694,44.191,6.0972,23.52,36.52,4.38
2015-07-17,Sanaa,15.3694,44.191,5.957,24.35,30.72,3.64
2015-07-18,Sanaa,15.3694,44.191,6.4476,24.6,24.72,3.67
2015-07-19,Sanaa,15.3694,44.191,6.4092,24.32,28.36,2.51
2015-07-20,Sanaa,15.3694,44.191,6.6806,24.04,25.77,3.41
2015-07-21,Sanaa,15.3694,44.191,6.876,23.93,24.82,3.14
2015-07-22,Sanaa,15.3694,44.191,6.443,23.68,27.04,2.53
2015-07-23,Sanaa,15.3694,44.191,6.5998,23.39,27.87,2.93
2015-07-24,Sanaa,15.3694,44.191,7.0582,23.67,26.29,3.04
2015-07-25,Sanaa,15.3694,44.191,7.6327,24.01,27.14,2.64
2015-07-26,Sanaa,15.3694,44.191,6.9454,24.32,28.07,2.69
2015-07-27,Sanaa,15.3694,44.191,6.4589,24.01,25.19,3.66
2015-07-28,Sanaa,15.3694,44.191,5.9686,24.66,27.55,2.92
2015-07-29,Sanaa,15.3694,44.191,5.5742,24.06,35.66,2.88
2015-07-30,Sanaa,15.3694,44.191,5.4814,24.23,32.4,3.39
2015-07-31,Sanaa,15.3694,44.191,6.0103,23.08,41.05,3.46
2015-08-01,Sanaa,15.3694,44.191,5.8394,22.92,43.4,2.67
2015-08-02,Sanaa,15.3694,44.191,6.1262,21.8,50.1,2.3
2015-08-03,Sanaa,15.3694,44.191,6.7217,22.8,45.04,1.76
2015-08-04,Sanaa,15.3694,44.191,5.8198,21.87,46.24,2.9
2015-08-05,Sanaa,15.3694,44.191,6.5467,20.99,53.57,3.47
2015-08-06,Sanaa,15.3694,44.191,6.9374,22.18,46.61,3.37
2015-08-07,Sanaa,15.3694,44.191,5.6981,21.32,52.55,2.98
2015-08-08,Sanaa,15.3694,44.191,5.8822,22.44,39.58,2.77
2015-08-09,Sanaa,15.3694,44.191,6.2026,23.53,36.34,2.41
2015-08-10,Sanaa,15.3694,44.191,7.0421,23.96,32.16,3.17
2015-08-11,Sanaa,15.3694,44.191,5.771,23.55,33.69,2.69
2015-08-12,Sanaa,15.3694,44.191,7.3702,23.69,30.6,2.74
2015-08-13,Sanaa,15.3694,44.191,5.1377,23.91,30.12,3.24
2015-08-14,Sanaa,15.3694,44.191,6.3768,23.69,32.06,3.82
2015-08-15,Sanaa,15.3694,44.191,6.7937,23.74,26.69,3.09
2015-08-16,Sanaa,15.3694,44.191,7.3946,23.92,31.24,2.63
2015-08-17,Sanaa,15.3694,44.191,7.675,23.7,28.69,3.21
2015-08-18,Sanaa,15.3694,44.191,6.0629,23.64,30.76,3.16
2015-08-19,Sanaa,15.3694,44.191,6.563,23.93,29.22,3.77
2015-08-20,Sanaa,15.3694,44.191,7.3267,23.72,31.15,3.64
2015-08-21,Sanaa,15.3694,44.191,7.4657,23.17,26.43,3.5
2015-08-22,Sanaa,15.3694,44.191,7.2871,23.03,30.74,2.93
2015-08-23,Sanaa,15.3694,44.191,6.786,23.56,28.12,2.39
2015-08-24,Sanaa,15.3694,44.191,6.8642,23.25,27.01,2.86
2015-08-25,Sanaa,15.3694,44.191,5.8872,23.11,31.64,2.15
2015-08-26,Sanaa,15.3694,44.191,6.6694,23.09,41.64,3.17
2015-08-27,Sanaa,15.3694,44.191,5.2565,22.37,43.8,3.8
2015-08-28,Sanaa,15.3694,44.191,7.6301,22.06,30.17,3.33
2015-08-29,Sanaa,15.3694,44.191,6.337,22.98,23.44,3.28
2015-08-30,Sanaa,15.3694,44.191,5.5546,23.21,33.17,2.89
2015-08-31,Sanaa,15.3694,44.191,6.1879,23.77,30.69,3.52
2015-09-01,Sanaa,15.3694,44.191,5.79,24.04,29.62,3.42
2015-09-02,Sanaa,15.3694,44.191,6.2009,24.3,29.05,2.18
2015-09-03,Sanaa,15.3694,44.191,5.8032,24.21,29.76,3.48
2015-09-04,Sanaa,15.3694,44.191,6.6619,23.16,22.61,2.94
2015-09-05,Sanaa,15.3694,44.191,5.7523,23.36,31.04,2.67
2015-09-06,Sanaa,15.3694,44.191,7.0639,22.86,32.99,2.3
2015-09-07,Sanaa,15.3694,44.191,5.8714,22.37,34.67,2.77
2015-09-08,Sanaa,15.3694,44.191,7.3531,20.81,27.73,3.12
2015-09-09,Sanaa,15.3694,44.191,7.5046,20.03,24.85,3.1
2015-09-10,Sanaa,15.3694,44.191,6.8482,19.63,29.44,3.16
2015-09-11,Sanaa,15.3694,44.191,7.0121,20.37,33.15,3.09
2015-09-12,Sanaa,15.3694,44.191,7.1434,20.52,28.32,3.13
2015-09-13,Sanaa,15.3694,44.191,6.6799,20.61,35.38,3.08
2015-09-14,Sanaa,15.3694,44.191,7.2358,21.47,30.1,2.55
2015-09-15,Sanaa,15.3694,44.191,7.3442,21.07,25.08,2.47
2015-09-16,Sanaa,15.3694,44.191,7.2516,21.64,25.22,2.46
2015-09-17,Sanaa,15.3694,44.191,7.1016,21.72,28.48,2.95
2015-09-18,Sanaa,15.3694,44.191,7.2067,21.51,25.78,3.22
2015-09-19,Sanaa,15.3694,44.191,7.2026,20.6,21.5,3.88
2015-09-20,Sanaa,15.3694,44.191,7.0022,21.56,23.92,3.02
2015-09-21,Sanaa,15.3694,44.191,7.1496,21.07,24.96,3.37
2015-09-22,Sanaa,15.3694,44.191,7.3222,20.85,22.15,3.36
2015-09-23,Sanaa,15.3694,44.191,7.3236,19.54,22.91,3.43
2015-09-24,Sanaa,15.3694,44.191,7.5072,18.41,19.33,3.63
2015-09-25,Sanaa,15.3694,44.191,7.4297,18.25,19.96,3.87
2015-09-26,Sanaa,15.3694,44.191,7.2293,19.05,23.6,2.42
2015-09-27,Sanaa,15.3694,44.191,7.121,19.2,27.41,2.38
2015-09-28,Sanaa,15.3694,44.191,6.942,19.1,31.75,2.74
2015-09-29,Sanaa,15.3694,44.191,7.1261,18.79,26.86,2.67
2015-09-30,Sanaa,15.3694,44.191,7.2074,18.28,23.85,3.02
2015-10-01,Sanaa,15.3694,44.191,7.4772,16.62,23.74,3.41
2015-10-02,Sanaa,15.3694,44.191,7.2319,16.21,32.19,2.98
2015-10-03,Sanaa,15.3694,44.191,7.0063,16.47,46.52,3.27
2015-10-04,Sanaa,15.3694,44.191,7.049,17.63,43.42,3.23
2015-10-05,Sanaa,15.3694,44.191,6.9898,18.34,26.71,2.65
2015-10-06,Sanaa,15.3694,44.191,7.0097,19.78,20.8,1.77
2015-10-07,Sanaa,15.3694,44.191,6.6886,20.11,23.3,1.84
2015-10-08,Sanaa,15.3694,44.191,6.9336,19.54,27.54,2.67
2015-10-09,Sanaa,15.3694,44.191,7.0584,17.22,27.84,2.87
2015-10-10,Sanaa,15.3694,44.191,7.0241,16.98,27.19,2.33
2015-10-11,Sanaa,15.3694,44.191,7.0219,17.26,23.11,2.41
2015-10-12,Sanaa,15.3694,44.191,6.0622,17.99,33.4,3.57
2015-10-13,Sanaa,15.3694,44.191,6.601,17.56,35.56,3.36
2015-10-14,Sanaa,15.3694,44.191,6.8693,17.04,29.09,3.03
2015-10-15,Sanaa,15.3694,44.191,6.9883,16.36,24.52,2.97
2015-10-16,Sanaa,15.3694,44.191,6.9862,15.85,24.08,2.32
2015-10-17,Sanaa,15.3694,44.191,6.8134,17.12,30.43,2.13
2015-10-18,Sanaa,15.3694,44.191,6.2676,17.43,44.77,2.85
2015-10-19,Sanaa,15.3694,44.191,5.3359,17.49,56.32,3.81
2015-10-20,Sanaa,15.3694,44.191,6.2162,17.37,46.48,3.17
2015-10-21,Sanaa,15.3694,44.191,6.486,16.8,41.47,2.59
2015-10-22,Sanaa,15.3694,44.191,6.5664,17.12,32.23,2.21
2015-10-23,Sanaa,15.3694,44.191,6.7068,16.94,26.87,2.44
2015-10-24,Sanaa,15.3694,44.191,6.7476,16.31,30.69,2.73
2015-10-25,Sanaa,15.3694,44.191,6.6226,16.15,43.07,2.58
2015-10-26,Sanaa,15.3694,44.191,6.2892,17.08,36.97,2.11
2015-10-27,Sanaa,15.3694,44.191,6.4308,17.86,30.34,1.66
2015-10-28,Sanaa,15.3694,44.191,6.155,18.03,34.03,1.45
2015-10-29,Sanaa,15.3694,44.191,6.132,18.22,36.62,1.72
2015-10-30,Sanaa,15.3694,44.191,6.3262,17.51,37.94,2.12
2015-10-31,Sanaa,15.3694,44.191,6.3823,16.96,36.25,2.39
2015-11-01,Sanaa,15.3694,44.191,6.445,15.01,37.33,2.68
2015-11-02,Sanaa,15.3694,44.191,6.3545,14.13,43.02,3.06
2015-11-03,Sanaa,15.3694,44.191,4.6205,14.29,68.72,3.09
2015-11-04,Sanaa,15.3694,44.191,5.1619,16.53,68.21,2.41
2015-11-05,Sanaa,15.3694,44.191,5.0765,17.1,64.54,2.63
2015-11-06,Sanaa,15.3694,44.191,5.6333,17.55,58.01,2.23
2015-11-07,Sanaa,15.3694,44.191,6.1385,16.78,47.53,2.59
2015-11-08,Sanaa,15.3694,44.191,6.3206,15.88,34.5,2.6
2015-11-09,Sanaa,15.3694,44.191,6.4577,16.9,29.51,1.74
2015-11-10,Sanaa,15.3694,44.191,6.1255,18.25,42.56,1.11
2015-11-11,Sanaa,15.3694,44.191,5.6004,18.57,54.15,1.16
2015-11-12,Sanaa,15.3694,44.191,5.4022,17.75,54.53,2.84
2015-11-13,Sanaa,15.3694,44.191,4.7203,15.24,58.01,3.84
2015-11-14,Sanaa,15.3694,44.191,5.8102,13.29,60.63,3.41
2015-11-15,Sanaa,15.3694,44.191,6.073,12.18,49.2,2.93
2015-11-16,Sanaa,15.3694,44.191,6.1562,13.35,39.27,1.84
2015-11-17,Sanaa,15.3694,44.191,6.0893,16.5,27.98,1.29
2015-11-18,Sanaa,15.3694,44.191,5.9856,17.41,25.24,1.7
2015-11-19,Sanaa,15.3694,44.191,5.898,16.85,26.87,1.83
2015-11-20,Sanaa,15.3694,44.191,6.0182,15.87,39.82,1.98
2015-11-21,Sanaa,15.3694,44.191,5.9966,14.73,46.05,2.33
2015-11-22,Sanaa,15.3694,44.191,5.921,12.68,56.29,2.83
2015-11-23,Sanaa,15.3694,44.191,5.9378,13.34,47.6,2.42
2015-11-24,Sanaa,15.3694,44.191,6.0199,15.55,29.78,1.31
2015-11-25,Sanaa,15.3694,44.191,5.8553,15.95,31.81,1.08
2015-11-26,Sanaa,15.3694,44.191,5.6671,15.2,53.5,2.62
2015-11-27,Sanaa,15.3694,44.191,5.5104,13.67,62.34,2.59
2015-11-28,Sanaa,15.3694,44.191,5.8836,12.82,46.26,2.26
2015-11-29,Sanaa,15.3694,44.191,5.9395,12.76,39.14,2.31
2015-11-30,Sanaa,15.3694,44.191,6.0362,13.13,39.08,2.3
2015-12-01,Sanaa,15.3694,44.191,5.8498,13.61,40.87,2.2
2015-12-02,Sanaa,15.3694,44.191,5.9662,14.35,33.79,2.14
2015-12-03,Sanaa,15.3694,44.191,5.8898,13.63,28.66,2.0
2015-12-04,Sanaa,15.3694,44.191,5.7792,13.39,33.92,1.78
2015-12-05,Sanaa,15.3694,44.191,5.7355,14.2,35.6,1.52
2015-12-06,Sanaa,15.3694,44.191,5.4437,15.82,41.95,1.22
2015-12-07,Sanaa,15.3694,44.191,4.859,14.52,58.01,2.26
2015-12-08,Sanaa,15.3694,44.191,4.0397,12.23,69.39,2.23
2015-12-09,Sanaa,15.3694,44.191,5.1233,13.22,53.55,1.22
2015-12-10,Sanaa,15.3694,44.191,5.3143,13.25,47.8,1.28
2015-12-11,Sanaa,15.3694,44.191,5.519,13.23,45.5,1.49
2015-12-12,Sanaa,15.3694,44.191,5.5378,14.3,47.2,1.41
2015-12-13,Sanaa,15.3694,44.191,5.5668,15.52,42.5,0.71
2015-12-14,Sanaa,15.3694,44.191,5.07,15.88,46.21,1.08
2015-12-15,Sanaa,15.3694,44.191,4.6675,14.78,55.3,1.73
2015-12-16,Sanaa,15.3694,44.191,5.4977,12.82,44.71,2.05
2015-12-17,Sanaa,15.3694,44.191,5.2848,13.79,47.52,1.21
2015-12-18,Sanaa,15.3694,44.191,5.5627,14.47,45.3,1.82
2015-12-19,Sanaa,15.3694,44.191,5.6126,13.91,45.42,2.16
2015-12-20,Sanaa,15.3694,44.191,5.761,12.53,43.09,2.28
2015-12-21,Sanaa,15.3694,44.191,5.7446,13.22,30.42,2.04
2015-12-22,Sanaa,15.3694,44.191,5.6599,13.54,27.78,1.62
2015-12-23,Sanaa,15.3694,44.191,5.6304,14.71,38.08,2.34
2015-12-24,Sanaa,15.3694,44.191,5.592,16.59,41.96,1.81
